اسم السيارة,موديل السيارة,سعر السيارة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,حالة الإعلان,تاريخ نشر الإعلان,تاريخ إنتهاء الإعلان,Number_of_Additions,فتحة السقف,الدفع
سكودا اوكتافيا,موديل سنة 2019,110000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140,4+1,نقدا فقط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-06,2022-01-05,6.0,0.0,دفع أمامي
فورد فيستا,موديل سنة 2012,31000 شيكل,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,120000,4+1,نقدا فقط,للبيع فقط,٢,مُكيّفإغلاق مركزيمسجل CDفرش جلد,إعلان منتهي,2021-11-06,2022-01-05,4.0,0.0,دفع أمامي
,,,,,,,,,,,,,,,,,,,,,
نيسان نوت,موديل سنة 2010,34000 شيكل,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,155000,4+1,إمكانية التقسيط,للبيع أو التبديل,4,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-06,2022-01-05,6.0,0.0,دفع أمامي
هونداي سانتافيه,موديل سنة 2019,138000 شيكل,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,6+1,إمكانية التقسيط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-07,2022-01-06,7.0,1.0,دفع رباعي 4x4
سكودا كاروك,موديل سنة 2019,145000 شيكل,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,50000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-06,2022-01-05,7.0,1.0,دفع أمامي
هونداي توسان,موديل سنة 2015,83000 شيكل,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000,4+1,نقدا فقط,للبيع أو التبديل,3,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-06,2021-11-21,7.0,0.0,دفع أمامي
فولكسفاجن توران,موديل سنة 2008,38000 شيكل,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,6+1,نقدا فقط,للبيع فقط,,,إعلان منتهي,2021-11-07,2022-01-06,0.0,0.0,
شاحنة داف,موديل سنة 2001,55000 شيكل,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,1600,00000,2+1,نقدا فقط,للبيع فقط,٣,مسجل CD,إعلان منتهي,2021-11-07,2022-01-06,1.0,0.0,دفع خلفي
اوبل كورسا,موديل سنة 2008,38000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,نقدا فقط,للبيع أو التبديل,,مُكيّففتحة سقفجنطات مغنيسيوم,إعلان منتهي,2021-11-07,2021-11-22,2.0,1.0,
كيا سورينتو,موديل سنة 2018,165000 شيكل,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,,إمكانية التقسيط,للبيع فقط,٢,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-08,2021-12-08,7.0,1.0,دفع أمامي
فولكسفاجن بولو,موديل سنة 2001,23000 شيكل,فضي,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,,4+1,نقدا فقط,للبيع فقط,يد اولى,,إعلان منتهي,2021-11-08,2022-01-07,0.0,0.0,
مرسيدس 412,موديل سنة 1998,32000 شيكل,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2000,350000,2+1,نقدا فقط,للبيع فقط,يد اولى,,إعلان منتهي,2021-11-08,2022-01-07,0.0,0.0,
اوبل كورسا,موديل سنة 2011,42000 شيكل,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,138000,4+1,نقدا فقط,للبيع فقط,يد ثانية,,إعلان منتهي,2021-11-09,2022-01-08,0.0,0.0,دفع أمامي
كيا ريو,موديل سنة 2014,49000 شيكل,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,14300,4+1,نقدا فقط,للبيع فقط,2,إغلاق مركزيجهاز إنذارمسجل CDوسادة حماية هوائية,إعلان منتهي,2021-11-08,2022-01-07,4.0,0.0,دفع أمامي
فولكسفاجن بولو,موديل سنة 1998,17000 شيكل,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,000000,4+1,إمكانية التقسيط,للبيع فقط,5,إغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلد,إعلان منتهي,2021-11-08,2021-11-28,5.0,0.0,دفع أمامي
فولكسفاجن جولف,موديل سنة 2017,155000 شيكل,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,4+1,نقدا فقط,للبيع أو التبديل,1,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-15,2022-01-14,6.0,1.0,
,,,,,,,,,,,,,,,,,,,,,
رينو R9,موديل سنة 1986,7500 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,4+1,نقدا فقط,للبيع أو التبديل,,جنطات مغنيسيومفرش جلد,إعلان منتهي,2021-11-09,2022-01-08,2.0,0.0,دفع أمامي
,,,,,,,,,,,,,,,,,,,,,
هونداي اكسنت,موديل سنة 2002,24000 شيكل,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CD,إعلان منتهي,2021-11-09,2022-01-08,4.0,0.0,دفع أمامي
فورد فيستا,موديل سنة 2012,37000 شيكل,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,100000,4+1,إمكانية التقسيط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-09,2022-01-08,7.0,1.0,دفع أمامي
هونداي سانتافيه,موديل سنة 2015,100000 شيكل,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,94000,6+1,نقدا فقط,للبيع أو التبديل,يد ثالثه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-09,2022-01-08,7.0,0.0,دفع أمامي
بي ام دبليو 2005,موديل سنة 2005,46000 شيكل,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,4+1,نقدا فقط,للبيع فقط,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-09,2022-01-08,7.0,1.0,دفع خلفي
بي ام دبليو x4,موديل سنة 2016,220000 شيكل,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,115000,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-10,2021-12-10,7.0,1.0,
ستروين بيرلينجو,موديل سنة 2007,38000 شيكل,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,,إمكانية التقسيط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDوسادة حماية هوائية,إعلان منتهي,2022-02-20,2022-04-21,5.0,0.0,
هونداي اكسنت,موديل سنة 2016,62000 شيكل,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1600,80000,,نقدا فقط,للبيع أو التبديل,1,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDوسادة حماية هوائية,إعلان منتهي,2021-11-10,2022-01-09,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
سكودا اوكتافيا,موديل سنة 2016,110000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,21500,4+1,إمكانية التقسيط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارفتحة سقفجنطات مغنيسيوم,إعلان منتهي,2021-11-11,2021-11-26,4.0,1.0,دفع أمامي
كيا اوبتيما,موديل سنة 2016,85000 شيكل,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,170000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد أولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-11,2022-01-10,7.0,0.0,دفع أمامي
فولكسفاجن توران,موديل سنة 2008,55000 شيكل,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000,6+1,نقدا فقط,للبيع فقط,2,مُكيّفجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-11,2022-01-10,6.0,0.0,دفع أمامي
دايو لانوس,موديل سنة 1999,22000 شيكل,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-11,2022-01-10,7.0,1.0,
بي ام دبليو 318,موديل سنة 2004,46000 شيكل,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,4+1,نقدا فقط,للبيع أو التبديل,ثانية,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-11,2021-11-26,6.0,1.0,دفع خلفي
فولكسفاجن باسات,موديل سنة 2003,35000 شيكل,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200,4+1,نقدا فقط,للبيع فقط,يد ثالثه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-11,2022-01-10,7.0,0.0,
كيا سورينتو,موديل سنة 2020,169000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,30000,6+1,إمكانية التقسيط,للبيع أو التبديل,0,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-11,2022-01-10,7.0,1.0,دفع أمامي
جييب همر,موديل سنة 2008,105000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,190,4+1,نقدا فقط,للبيع أو التبديل,2,,إعلان منتهي,2021-11-13,2021-11-28,0.0,0.0,دفع رباعي 4x4
,,,,,,,,,,,,,,,,,,,,,
هونداي توسان,موديل سنة 2012,85000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,121000,4+1,إمكانية التقسيط,للبيع فقط,يد ثانية,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-13,2022-01-12,7.0,1.0,
هونداي تراجيت,موديل سنة 2007,45000 شيكل,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,260000,,إمكانية التقسيط,للبيع أو التبديل,يد رابعه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-13,2022-01-12,7.0,0.0,
سكودا كاروك,موديل سنة 2019,147000 شيكل,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,45000,4+1,نقدا فقط,للبيع فقط,مستورد,مُكيّفإغلاق مركزيجهاز إنذارفتحة سقفوسادة حماية هوائية,إعلان منتهي,2021-11-13,2022-01-12,4.0,1.0,
بيجو 308,موديل سنة 2012,42000 شيكل,ذهبي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,116000,4+1,نقدا فقط,للبيع أو التبديل,٣,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-13,2022-01-12,5.0,0.0,دفع أمامي
فولكسفاجن باسات,موديل سنة 2015,103000 شيكل,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-13,2021-11-28,5.0,0.0,دفع أمامي
اوبل فيكترا,موديل سنة 2001,24000 شيكل,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20000,4+1,نقدا فقط,للبيع فقط,3,مُكيّفإغلاق مركزيجهاز إنذاروسادة حماية هوائية,إعلان منتهي,2021-11-14,2021-12-13,4.0,0.0,دفع أمامي
,,,,,,,,,,,,,,,,,,,,,
ستروين بيرلينجو,موديل سنة 2016,65000 شيكل,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2021-11-14,2021-11-29,6.0,0.0,
اوبل اسكونا,موديل سنة 2015,25000 شيكل,أصفر,هايبرد,خصوصي,فلسطينية,اوتوماتيك,يدوي,500,5000,3+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلد,إعلان منتهي,2021-11-14,2021-11-29,5.0,1.0,دفع رباعي 4x4
,,,,,,,,,,,,,,,,,,,,,
مرسيدس 416,موديل سنة 2002,98000 شيكل,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2600,5000,7+1,إمكانية التقسيط,للبيع أو التبديل,٢,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-14,2022-01-13,7.0,1.0,
كيا برايد,موديل سنة 2016,60000 شيكل,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,72000,4+1,نقدا فقط,للبيع أو التبديل,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-14,2022-01-13,7.0,0.0,
سيت ليون,موديل سنة 2017,130000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,88000,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2021-11-15,2022-01-14,7.0,1.0,دفع أمامي
